
TracePro Release: 7 3 4 
Incident Ray Table for 

Linear Units in millimeters
Data for screen Surface 1
Data generated at 14:01:33 October 07, 2025

Ray     	Start   	Split   
Number  	Number  	Number  	Type        	Hist        	Inc Flux      	Abso Flux     	X Pos.        	Y Pos.        	Z Pos.        	X Vec.        	Y Vec.        	Z Vec.        	X Norm        	Y Norm        	Z Norm        	S0            	S1            	S2            	S3            	DegOfPol      	ElliRatio     	X MajAxis     	Y MajAxis     	Z MajAxis     	
Wavelength = 0.5 (Source: mysource)
     851	     851	       5	    SpecTran	      NoInfo	       0.85581	       0.85581	      -4.07798	       3.98069	   -0.00136497	      -0.76699	      0.641491	     0.0146775	      0.788011	     -0.615661	             0	       0.85581	             0	             0	             0	             0	             0	             0	             0	             0	
     852	     852	       5	    SpecTran	      NoInfo	      0.855772	      0.855772	      -4.11645	       3.93145	      -1.29248	     -0.769218	      0.618512	     -0.160458	      0.788011	     -0.615661	             0	      0.855772	             0	             0	             0	             0	             0	             0	             0	             0	
     853	     853	       5	    SpecTran	      NoInfo	      0.855685	      0.855685	      -5.09152	       2.68342	      -1.33394	     -0.874741	      0.463135	     -0.142597	      0.788011	     -0.615661	             0	      0.855685	             0	             0	             0	             0	             0	             0	             0	             0	
     854	     854	       5	    SpecTran	      NoInfo	      0.855788	      0.855788	      -4.82011	        3.0308	     -0.867403	     -0.848562	      0.522723	    -0.0818728	      0.788011	     -0.615661	             0	      0.855788	             0	             0	             0	             0	             0	             0	             0	             0	
     855	     855	       5	    SpecTran	      NoInfo	       0.85581	       0.85581	      -4.08173	       3.97589	      0.137659	     -0.764784	      0.644007	     0.0189689	      0.788011	     -0.615661	             0	       0.85581	             0	             0	             0	             0	             0	             0	             0	             0	
     856	     856	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	      -4.32957	       3.65866	      0.408546	      -0.79559	      0.602959	     0.0589648	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     857	     857	       5	    SpecTran	      NoInfo	      0.855656	      0.855656	       -4.7483	       3.12271	      -1.87432	     -0.820413	      0.527771	     -0.219956	      0.788011	     -0.615661	             0	      0.855656	             0	             0	             0	             0	             0	             0	             0	             0	
     858	     858	       5	    SpecTran	      NoInfo	      0.489476	      0.489476	      -3.81412	       4.31841	       1.31855	     -0.720611	        0.6703	      0.177252	      0.788011	     -0.615661	             0	      0.489476	             0	             0	             0	             0	             0	             0	             0	             0	
     859	     859	       5	    SpecTran	      NoInfo	      0.071839	      0.071839	      -3.03399	       5.31694	     -0.406602	     -0.610868	      0.790531	    -0.0435931	      0.788011	     -0.615661	             0	      0.071839	             0	             0	             0	             0	             0	             0	             0	             0	
     860	     860	       5	    SpecTran	      NoInfo	      0.179553	      0.179553	      -3.51305	       4.70377	    -0.0736972	     -0.697284	       0.71676	   -0.00708713	      0.788011	     -0.615661	             0	      0.179553	             0	             0	             0	             0	             0	             0	             0	             0	
     861	     861	       5	    SpecTran	      NoInfo	     0.0930805	     0.0930805	      -3.16906	       5.14405	       0.75931	     -0.635781	      0.764669	      0.105184	      0.788011	     -0.615661	             0	     0.0930805	             0	             0	             0	             0	             0	             0	             0	             0	
     862	     862	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	      -3.84641	       4.27709	     0.0845734	     -0.747243	      0.664165	     0.0226676	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     863	     863	       5	    SpecTran	      NoInfo	     0.0860319	     0.0860319	      -3.11257	       5.21636	     -0.857563	     -0.629234	      0.772325	    -0.0870546	      0.788011	     -0.615661	             0	     0.0860319	             0	             0	             0	             0	             0	             0	             0	             0	
     864	     864	       5	    SpecTran	      NoInfo	      0.271129	      0.271129	      -3.70586	       4.45698	      -1.50743	     -0.701622	      0.690077	     -0.177538	      0.788011	     -0.615661	             0	      0.271129	             0	             0	             0	             0	             0	             0	             0	             0	
     865	     865	       5	    SpecTran	      NoInfo	       0.85581	       0.85581	       -4.2796	       3.72264	     -0.200667	     -0.775292	      0.631121	    -0.0246887	      0.788011	     -0.615661	             0	       0.85581	             0	             0	             0	             0	             0	             0	             0	             0	
     866	     866	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.10324	       3.94836	     -0.196422	     -0.758494	      0.651503	     -0.015176	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     867	     867	       5	    SpecTran	      NoInfo	      0.855707	      0.855707	      -4.94894	       2.86592	       1.18804	     -0.857718	      0.489051	      0.158584	      0.788011	     -0.615661	             0	      0.855707	             0	             0	             0	             0	             0	             0	             0	             0	
     868	     868	       5	    SpecTran	      NoInfo	      0.110378	      0.110378	      -3.36284	       4.89602	      0.363499	     -0.657135	      0.751237	     0.0617789	      0.788011	     -0.615661	             0	      0.110378	             0	             0	             0	             0	             0	             0	             0	             0	
     869	     869	       5	    SpecTran	      NoInfo	        0.8558	        0.8558	      -4.04342	       4.02493	      0.610822	     -0.744885	      0.661224	     0.0890504	      0.788011	     -0.615661	             0	        0.8558	             0	             0	             0	             0	             0	             0	             0	             0	
     870	     870	       5	    SpecTran	      NoInfo	       0.85581	       0.85581	       -4.2514	       3.75872	     -0.117037	     -0.780607	      0.624989	    0.00646371	      0.788011	     -0.615661	             0	       0.85581	             0	             0	             0	             0	             0	             0	             0	             0	
     871	     871	       5	    SpecTran	      NoInfo	      0.855681	      0.855681	      -4.65469	       3.24254	      -1.86211	     -0.819001	      0.533775	     -0.210525	      0.788011	     -0.615661	             0	      0.855681	             0	             0	             0	             0	             0	             0	             0	             0	
     872	     872	       5	    SpecTran	      NoInfo	      0.855735	      0.855735	      -4.87177	       2.96468	      -1.06046	      -0.85092	      0.503756	      -0.14888	      0.788011	     -0.615661	             0	      0.855735	             0	             0	             0	             0	             0	             0	             0	             0	
     873	     873	       5	    SpecTran	      NoInfo	      0.855615	      0.855615	      -5.16511	       2.58923	       1.48869	     -0.864845	       0.46483	      0.189675	      0.788011	     -0.615661	             0	      0.855615	             0	             0	             0	             0	             0	             0	             0	             0	
     874	     874	       5	    SpecTran	      NoInfo	      0.131291	      0.131291	      -3.38278	       4.87051	      0.360513	     -0.673993	      0.738071	     0.0313687	      0.788011	     -0.615661	             0	      0.131291	             0	             0	             0	             0	             0	             0	             0	             0	
     875	     875	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.14174	       3.89908	     -0.384786	     -0.771261	         0.635	    -0.0439516	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     876	     876	       5	    SpecTran	      NoInfo	      0.855736	      0.855736	      -5.26122	       2.46621	     -0.709161	       -0.8815	      0.464917	    -0.0825228	      0.788011	     -0.615661	             0	      0.855736	             0	             0	             0	             0	             0	             0	             0	             0	
     877	     877	       5	    SpecTran	      NoInfo	      0.104741	      0.104741	      -3.13627	       5.18603	      0.985492	     -0.645347	      0.753855	       0.12341	      0.788011	     -0.615661	             0	      0.104741	             0	             0	             0	             0	             0	             0	             0	             0	
     878	     878	       5	    SpecTran	      NoInfo	      0.855746	      0.855746	      -4.26683	       3.73898	      -1.58526	     -0.787214	      0.588061	     -0.185683	      0.788011	     -0.615661	             0	      0.855746	             0	             0	             0	             0	             0	             0	             0	             0	
     879	     879	       5	    SpecTran	      NoInfo	       0.26811	       0.26811	      -3.76372	       4.38292	     -0.396014	     -0.716275	      0.694394	    -0.0690418	      0.788011	     -0.615661	             0	       0.26811	             0	             0	             0	             0	             0	             0	             0	             0	
     880	     880	       5	    SpecTran	      NoInfo	      0.855788	      0.855788	      -5.00651	       2.79223	      0.492975	     -0.857623	      0.511264	     0.0556062	      0.788011	     -0.615661	             0	      0.855788	             0	             0	             0	             0	             0	             0	             0	             0	
     881	     881	       5	    SpecTran	      NoInfo	      0.855616	      0.855616	      -4.63233	       3.27115	       1.87475	     -0.813354	       0.53079	      0.238154	      0.788011	     -0.615661	             0	      0.855616	             0	             0	             0	             0	             0	             0	             0	             0	
     882	     882	       5	    SpecTran	      NoInfo	       0.85568	       0.85568	      -4.97374	       2.83417	       1.30381	     -0.862559	      0.477826	      0.166357	      0.788011	     -0.615661	             0	       0.85568	             0	             0	             0	             0	             0	             0	             0	             0	
     883	     883	       5	    SpecTran	      NoInfo	       0.30227	       0.30227	      -3.81369	       4.31896	     -0.454145	     -0.723282	      0.689657	    -0.0351747	      0.788011	     -0.615661	             0	       0.30227	             0	             0	             0	             0	             0	             0	             0	             0	
     884	     884	       5	    SpecTran	      NoInfo	      0.171968	      0.171968	      -3.46547	       4.76467	       1.09828	     -0.681902	      0.716322	      0.147961	      0.788011	     -0.615661	             0	      0.171968	             0	             0	             0	             0	             0	             0	             0	             0	
     885	     885	       5	    SpecTran	      NoInfo	      0.855715	      0.855715	      -4.18453	       3.84431	      -1.64106	     -0.762534	       0.61261	     -0.207967	      0.788011	     -0.615661	             0	      0.855715	             0	             0	             0	             0	             0	             0	             0	             0	
     886	     886	       5	    SpecTran	      NoInfo	      0.855705	      0.855705	      -5.08529	        2.6914	      -1.05812	      -0.86593	      0.478225	     -0.146509	      0.788011	     -0.615661	             0	      0.855705	             0	             0	             0	             0	             0	             0	             0	             0	
     887	     887	       5	    SpecTran	      NoInfo	      0.130755	      0.130755	      -3.51774	       4.69777	    0.00837633	     -0.674213	      0.738516	   -0.00557351	      0.788011	     -0.615661	             0	      0.130755	             0	             0	             0	             0	             0	             0	             0	             0	
     888	     888	       5	    SpecTran	      NoInfo	      0.855615	      0.855615	      -4.83071	       3.01725	      -1.84952	     -0.837073	      0.500397	      -0.22116	      0.788011	     -0.615661	             0	      0.855615	             0	             0	             0	             0	             0	             0	             0	             0	
     889	     889	       5	    SpecTran	      NoInfo	      0.855799	      0.855799	      -4.11522	       3.93302	       -1.0439	     -0.763366	      0.637159	     -0.106304	      0.788011	     -0.615661	             0	      0.855799	             0	             0	             0	             0	             0	             0	             0	             0	
     890	     890	       5	    SpecTran	      NoInfo	      0.855659	      0.855659	      -5.34159	       2.36334	       1.22705	     -0.888025	       0.44174	      0.127586	      0.788011	     -0.615661	             0	      0.855659	             0	             0	             0	             0	             0	             0	             0	             0	
     891	     891	       5	    SpecTran	      NoInfo	      0.855609	      0.855609	      -5.61343	        2.0154	     -0.466148	     -0.916579	      0.397765	    -0.0408224	      0.788011	     -0.615661	             0	      0.855609	             0	             0	             0	             0	             0	             0	             0	             0	
     892	     892	       5	    SpecTran	      NoInfo	      0.414689	      0.414689	      -3.88007	         4.234	      -1.62299	     -0.714807	       0.67395	     -0.186661	      0.788011	     -0.615661	             0	      0.414689	             0	             0	             0	             0	             0	             0	             0	             0	
     893	     893	       5	    SpecTran	      NoInfo	      0.855659	      0.855659	      -4.72183	        3.1566	       1.81014	     -0.829708	      0.516425	      0.211872	      0.788011	     -0.615661	             0	      0.855659	             0	             0	             0	             0	             0	             0	             0	             0	
     894	     894	       5	    SpecTran	      NoInfo	      0.105846	      0.105846	      -3.22626	       5.07084	       1.10903	     -0.645852	      0.752847	      0.126872	      0.788011	     -0.615661	             0	      0.105846	             0	             0	             0	             0	             0	             0	             0	             0	
     895	     895	       5	    SpecTran	      NoInfo	      0.855703	      0.855703	      -5.06394	       2.71872	      0.968535	     -0.878437	      0.461878	      0.122546	      0.788011	     -0.615661	             0	      0.855703	             0	             0	             0	             0	             0	             0	             0	             0	
     896	     896	       5	    SpecTran	      NoInfo	      0.855755	      0.855755	      -4.62592	       3.27936	       1.41854	     -0.826541	      0.540033	      0.158727	      0.788011	     -0.615661	             0	      0.855755	             0	             0	             0	             0	             0	             0	             0	             0	
     897	     897	       5	    SpecTran	      NoInfo	      0.855712	      0.855712	      -5.44789	       2.22729	     0.0814626	     -0.899268	      0.437035	     0.0178309	      0.788011	     -0.615661	             0	      0.855712	             0	             0	             0	             0	             0	             0	             0	             0	
     898	     898	       5	    SpecTran	      NoInfo	     0.0689733	     0.0689733	       -2.9618	       5.40934	      -0.15714	     -0.606675	      0.794945	    0.00270921	      0.788011	     -0.615661	             0	     0.0689733	             0	             0	             0	             0	             0	             0	             0	             0	
     899	     899	       5	    SpecTran	      NoInfo	     0.0957875	     0.0957875	      -3.30881	       4.96518	      0.978337	     -0.637227	       0.76174	      0.117023	      0.788011	     -0.615661	             0	     0.0957875	             0	             0	             0	             0	             0	             0	             0	             0	
     900	     900	       5	    SpecTran	      NoInfo	      0.855789	      0.855789	      -4.31889	       3.67235	       1.17499	      -0.78947	      0.598647	      0.135496	      0.788011	     -0.615661	             0	      0.855789	             0	             0	             0	             0	             0	             0	             0	             0	
     901	     901	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.53231	       3.39917	     -0.392765	     -0.813445	      0.581003	    -0.0272584	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     902	     902	       5	    SpecTran	      NoInfo	      0.855665	      0.855665	      -5.48008	       2.18608	      0.407799	     -0.906951	      0.418526	     0.0477104	      0.788011	     -0.615661	             0	      0.855665	             0	             0	             0	             0	             0	             0	             0	             0	
     903	     903	       5	    SpecTran	      NoInfo	      0.143406	      0.143406	      -3.37506	       4.88038	     -0.456267	     -0.680433	      0.731488	    -0.0440099	      0.788011	     -0.615661	             0	      0.143406	             0	             0	             0	             0	             0	             0	             0	             0	
     904	     904	       5	    SpecTran	      NoInfo	      0.855797	      0.855797	      -4.83113	        3.0167	     -0.211729	     -0.851891	      0.522793	    -0.0311411	      0.788011	     -0.615661	             0	      0.855797	             0	             0	             0	             0	             0	             0	             0	             0	
     905	     905	       5	    SpecTran	      NoInfo	       0.85578	       0.85578	      -4.95168	       2.86241	      -0.70105	     -0.850045	      0.517548	    -0.0978101	      0.788011	     -0.615661	             0	       0.85578	             0	             0	             0	             0	             0	             0	             0	             0	
     906	     906	       5	    SpecTran	      NoInfo	      0.855732	      0.855732	       -4.0279	       4.04479	        1.5592	     -0.743123	       0.64111	      0.191692	      0.788011	     -0.615661	             0	      0.855732	             0	             0	             0	             0	             0	             0	             0	             0	
     907	     907	       5	    SpecTran	      NoInfo	      0.855731	      0.855731	      -4.07017	       3.99069	      -1.71548	     -0.746144	      0.636946	     -0.193827	      0.788011	     -0.615661	             0	      0.855731	             0	             0	             0	             0	             0	             0	             0	             0	
     908	     908	       5	    SpecTran	      NoInfo	      0.855634	      0.855634	      -5.63011	       1.99405	     -0.345146	     -0.912865	      0.406142	    -0.0415549	      0.788011	     -0.615661	             0	      0.855634	             0	             0	             0	             0	             0	             0	             0	             0	
     909	     909	       5	    SpecTran	      NoInfo	      0.855614	      0.855614	       -4.6182	       3.28924	       -1.9068	     -0.799418	      0.548436	     -0.245253	      0.788011	     -0.615661	             0	      0.855614	             0	             0	             0	             0	             0	             0	             0	             0	
     910	     910	       5	    SpecTran	      NoInfo	      0.855613	      0.855613	       -5.3673	       2.33043	       1.20144	     -0.890034	      0.432233	      0.144959	      0.788011	     -0.615661	             0	      0.855613	             0	             0	             0	             0	             0	             0	             0	             0	
     911	     911	       5	    SpecTran	      NoInfo	      0.116601	      0.116601	      -3.29654	       4.98088	     -0.845855	      -0.66053	        0.7464	    -0.0811644	      0.788011	     -0.615661	             0	      0.116601	             0	             0	             0	             0	             0	             0	             0	             0	
     912	     912	       5	    SpecTran	      NoInfo	     0.0733508	     0.0733508	      -3.02971	       5.32241	      0.502743	     -0.612667	      0.788231	     0.0577185	      0.788011	     -0.615661	             0	     0.0733508	             0	             0	             0	             0	             0	             0	             0	             0	
     913	     913	       5	    SpecTran	      NoInfo	      0.141753	      0.141753	      -3.51551	       4.70062	     -0.641326	     -0.678697	      0.732104	    -0.0582671	      0.788011	     -0.615661	             0	      0.141753	             0	             0	             0	             0	             0	             0	             0	             0	
     914	     914	       5	    SpecTran	      NoInfo	      0.855628	      0.855628	      -4.76848	       3.09689	       1.80003	     -0.829438	      0.511979	      0.223405	      0.788011	     -0.615661	             0	      0.855628	             0	             0	             0	             0	             0	             0	             0	             0	
     915	     915	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	      -4.56398	       3.35864	     0.0190284	     -0.827561	       0.56134	   -0.00636525	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     916	     916	       5	    SpecTran	      NoInfo	      0.244514	      0.244514	      -3.67885	       4.49155	       1.49644	     -0.698467	      0.695413	      0.168948	      0.788011	     -0.615661	             0	      0.244514	             0	             0	             0	             0	             0	             0	             0	             0	
     917	     917	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	      -4.12853	       3.91599	      0.405983	     -0.777458	      0.626273	     0.0578048	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     918	     918	       5	    SpecTran	      NoInfo	      0.855796	      0.855796	      -4.01485	       4.06149	     -0.832909	     -0.762493	      0.636812	     -0.114349	      0.788011	     -0.615661	             0	      0.855796	             0	             0	             0	             0	             0	             0	             0	             0	
     919	     919	       5	    SpecTran	      NoInfo	      0.855806	      0.855806	      -4.55804	       3.36625	       0.54583	      -0.82347	      0.565024	     0.0514275	      0.788011	     -0.615661	             0	      0.855806	             0	             0	             0	             0	             0	             0	             0	             0	
     920	     920	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.06574	       3.99635	     -0.279437	     -0.763149	      0.645591	    -0.0285603	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     921	     921	       5	    SpecTran	      NoInfo	     0.0816108	     0.0816108	      -3.15599	       5.16078	      -0.23045	      -0.62665	      0.778139	    -0.0425437	      0.788011	     -0.615661	             0	     0.0816108	             0	             0	             0	             0	             0	             0	             0	             0	
     922	     922	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	       -3.9792	       4.10712	      0.219644	     -0.750486	      0.660857	    0.00623761	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     923	     923	       5	    SpecTran	      NoInfo	      0.855766	      0.855766	      -4.41393	        3.5507	      -1.51887	     -0.784573	      0.597017	     -0.167382	      0.788011	     -0.615661	             0	      0.855766	             0	             0	             0	             0	             0	             0	             0	             0	
     924	     924	       5	    SpecTran	      NoInfo	      0.855794	      0.855794	      -4.26859	       3.73672	      -1.09298	     -0.772551	      0.622813	     -0.123568	      0.788011	     -0.615661	             0	      0.855794	             0	             0	             0	             0	             0	             0	             0	             0	
     925	     925	       5	    SpecTran	      NoInfo	      0.131133	      0.131133	      -3.50635	       4.71234	       0.56199	      -0.67108	      0.737453	     0.0762541	      0.788011	     -0.615661	             0	      0.131133	             0	             0	             0	             0	             0	             0	             0	             0	
     926	     926	       5	    SpecTran	      NoInfo	      0.855648	      0.855648	      -5.10758	       2.66287	       1.48308	     -0.858021	      0.478502	      0.186644	      0.788011	     -0.615661	             0	      0.855648	             0	             0	             0	             0	             0	             0	             0	             0	
     927	     927	       5	    SpecTran	      NoInfo	      0.272008	      0.272008	      -3.75798	       4.39027	    -0.0605332	     -0.719393	      0.694351	    -0.0187215	      0.788011	     -0.615661	             0	      0.272008	             0	             0	             0	             0	             0	             0	             0	             0	
     928	     928	       5	    SpecTran	      NoInfo	      0.855658	      0.855658	       -4.0101	       4.06758	      -2.09275	     -0.731353	      0.642063	     -0.229951	      0.788011	     -0.615661	             0	      0.855658	             0	             0	             0	             0	             0	             0	             0	             0	
     929	     929	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.07351	       3.98642	     -0.208285	     -0.765297	      0.642244	    -0.0429371	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     930	     930	       5	    SpecTran	      NoInfo	      0.855734	      0.855734	      -5.27312	       2.45099	      0.572044	     -0.889524	      0.454137	     0.0500632	      0.788011	     -0.615661	             0	      0.855734	             0	             0	             0	             0	             0	             0	             0	             0	
     931	     931	       5	    SpecTran	      NoInfo	      0.144999	      0.144999	      -3.44689	       4.78845	       1.51351	     -0.667034	      0.727103	      0.162443	      0.788011	     -0.615661	             0	      0.144999	             0	             0	             0	             0	             0	             0	             0	             0	
     932	     932	       5	    SpecTran	      NoInfo	      0.111701	      0.111701	      -3.32649	       4.94255	      -1.32011	     -0.644747	      0.746827	     -0.162946	      0.788011	     -0.615661	             0	      0.111701	             0	             0	             0	             0	             0	             0	             0	             0	
     933	     933	       5	    SpecTran	      NoInfo	      0.855632	      0.855632	      -4.52321	       3.41083	      -1.96987	     -0.797456	      0.553445	     -0.240337	      0.788011	     -0.615661	             0	      0.855632	             0	             0	             0	             0	             0	             0	             0	             0	
     934	     934	       5	    SpecTran	      NoInfo	      0.855647	      0.855647	      -5.42001	       2.26297	     -0.668229	      -0.90288	       0.42085	    -0.0877135	      0.788011	     -0.615661	             0	      0.855647	             0	             0	             0	             0	             0	             0	             0	             0	
     935	     935	       5	    SpecTran	      NoInfo	      0.104568	      0.104568	      -3.35736	       4.90304	     -0.963148	     -0.648093	      0.754736	     -0.101735	      0.788011	     -0.615661	             0	      0.104568	             0	             0	             0	             0	             0	             0	             0	             0	
     936	     936	       5	    SpecTran	      NoInfo	        0.2126	        0.2126	      -3.68205	       4.48746	      0.531622	     -0.705223	      0.706292	     0.0617429	      0.788011	     -0.615661	             0	        0.2126	             0	             0	             0	             0	             0	             0	             0	             0	
     937	     937	       5	    SpecTran	      NoInfo	      0.714049	      0.714049	       -3.9078	       4.19851	       1.60104	     -0.724359	      0.664641	      0.183185	      0.788011	     -0.615661	             0	      0.714049	             0	             0	             0	             0	             0	             0	             0	             0	
     938	     938	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	      -4.43965	       3.51778	      0.559591	     -0.802641	      0.594278	     0.0509997	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     939	     939	       5	    SpecTran	      NoInfo	      0.855804	      0.855804	      -4.78043	        3.0816	    -0.0255193	     -0.840268	      0.542169	   -0.00160808	      0.788011	     -0.615661	             0	      0.855804	             0	             0	             0	             0	             0	             0	             0	             0	
     940	     940	       5	    SpecTran	      NoInfo	      0.855783	      0.855783	      -4.16174	       3.87348	      -1.02813	        -0.762	      0.631576	     -0.143067	      0.788011	     -0.615661	             0	      0.855783	             0	             0	             0	             0	             0	             0	             0	             0	
     941	     941	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	       -4.0271	       4.04581	      0.184483	     -0.756112	      0.653909	     0.0264207	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     942	     942	       5	    SpecTran	      NoInfo	      0.166912	      0.166912	      -3.50126	       4.71886	     -0.109101	     -0.691797	       0.72124	    -0.0350672	      0.788011	     -0.615661	             0	      0.166912	             0	             0	             0	             0	             0	             0	             0	             0	
     943	     943	       5	    SpecTran	      NoInfo	      0.855791	      0.855791	      -3.91902	       4.18415	      -1.00777	     -0.751052	      0.648849	     -0.122129	      0.788011	     -0.615661	             0	      0.855791	             0	             0	             0	             0	             0	             0	             0	             0	
     944	     944	       5	    SpecTran	      NoInfo	      0.855738	      0.855738	      -5.19512	       2.55082	     -0.349663	     -0.891432	      0.452598	    -0.0224714	      0.788011	     -0.615661	             0	      0.855738	             0	             0	             0	             0	             0	             0	             0	             0	
     945	     945	       5	    SpecTran	      NoInfo	      0.198008	      0.198008	      -3.56753	       4.63404	      -1.09445	     -0.696537	      0.709176	     -0.109114	      0.788011	     -0.615661	             0	      0.198008	             0	             0	             0	             0	             0	             0	             0	             0	
     946	     946	       5	    SpecTran	      NoInfo	      0.188652	      0.188652	       -3.5027	       4.71702	       1.35579	     -0.683549	      0.709497	       0.17139	      0.788011	     -0.615661	             0	      0.188652	             0	             0	             0	             0	             0	             0	             0	             0	
     947	     947	       5	    SpecTran	      NoInfo	      0.855733	      0.855733	      -5.20108	       2.54319	      0.835621	     -0.874412	      0.473305	      0.106703	      0.788011	     -0.615661	             0	      0.855733	             0	             0	             0	             0	             0	             0	             0	             0	
     948	     948	       5	    SpecTran	      NoInfo	       0.85562	       0.85562	      -3.87495	       4.24056	       1.84729	     -0.715204	      0.656969	      0.238484	      0.788011	     -0.615661	             0	       0.85562	             0	             0	             0	             0	             0	             0	             0	             0	
     949	     949	       5	    SpecTran	      NoInfo	      0.855805	      0.855805	      -3.89688	       4.21248	     -0.651442	     -0.744027	      0.665717	    -0.0569576	      0.788011	     -0.615661	             0	      0.855805	             0	             0	             0	             0	             0	             0	             0	             0	
     950	     950	       5	    SpecTran	      NoInfo	       0.85575	       0.85575	      -4.52283	       3.41131	      -1.32286	     -0.805256	      0.565891	     -0.177002	      0.788011	     -0.615661	             0	       0.85575	             0	             0	             0	             0	             0	             0	             0	             0	
     951	     951	       5	    SpecTran	      NoInfo	      0.855747	      0.855747	      -4.98651	       2.81783	       1.16707	     -0.860292	      0.494791	        0.1228	      0.788011	     -0.615661	             0	      0.855747	             0	             0	             0	             0	             0	             0	             0	             0	
     952	     952	       5	    SpecTran	      NoInfo	      0.855804	      0.855804	      -3.88043	       4.23354	      0.353412	     -0.744159	       0.66541	     0.0587866	      0.788011	     -0.615661	             0	      0.855804	             0	             0	             0	             0	             0	             0	             0	             0	
     953	     953	       5	    SpecTran	      NoInfo	      0.855758	      0.855758	      -4.85948	       2.98041	        1.1818	     -0.844792	      0.517404	      0.136455	      0.788011	     -0.615661	             0	      0.855758	             0	             0	             0	             0	             0	             0	             0	             0	
     954	     954	       5	    SpecTran	      NoInfo	       0.31077	       0.31077	      -3.79051	       4.34864	     -0.521975	     -0.723726	      0.688374	    -0.0486034	      0.788011	     -0.615661	             0	       0.31077	             0	             0	             0	             0	             0	             0	             0	             0	
     955	     955	       5	    SpecTran	      NoInfo	      0.855673	      0.855673	      -5.21315	       2.52774	       1.24926	     -0.870517	       0.46644	       0.15695	      0.788011	     -0.615661	             0	      0.855673	             0	             0	             0	             0	             0	             0	             0	             0	
     956	     956	       5	    SpecTran	      NoInfo	     0.0822202	     0.0822202	      -3.07018	       5.27062	      -0.99086	     -0.622854	      0.776243	    -0.0974686	      0.788011	     -0.615661	             0	     0.0822202	             0	             0	             0	             0	             0	             0	             0	             0	
     957	     957	       5	    SpecTran	      NoInfo	      0.855732	      0.855732	      -5.13112	       2.63274	      0.926488	     -0.869786	      0.478976	      0.118552	      0.788011	     -0.615661	             0	      0.855732	             0	             0	             0	             0	             0	             0	             0	             0	
     958	     958	       5	    SpecTran	      NoInfo	      0.855798	      0.855798	       -4.7531	       3.11658	      0.601485	     -0.842643	      0.535129	     0.0599099	      0.788011	     -0.615661	             0	      0.855798	             0	             0	             0	             0	             0	             0	             0	             0	
     959	     959	       5	    SpecTran	      NoInfo	      0.855761	      0.855761	      -4.39337	       3.57701	      -1.61924	     -0.788405	      0.590607	     -0.172051	      0.788011	     -0.615661	             0	      0.855761	             0	             0	             0	             0	             0	             0	             0	             0	
     960	     960	       5	    SpecTran	      NoInfo	      0.855749	      0.855749	      -4.52069	       3.41404	       1.36763	     -0.816574	      0.551076	       0.17182	      0.788011	     -0.615661	             0	      0.855749	             0	             0	             0	             0	             0	             0	             0	             0	
     961	     961	       5	    SpecTran	      NoInfo	      0.855651	      0.855651	      -4.45754	       3.49487	       1.84791	     -0.784196	      0.573455	      0.237036	      0.788011	     -0.615661	             0	      0.855651	             0	             0	             0	             0	             0	             0	             0	             0	
     962	     962	       5	    SpecTran	      NoInfo	      0.855703	      0.855703	      -4.86074	       2.97881	       1.62727	     -0.843559	      0.506551	      0.178365	      0.788011	     -0.615661	             0	      0.855703	             0	             0	             0	             0	             0	             0	             0	             0	
